10000001,9999999,,,,,,
10000001,9999999,,,,,,
10000000,10000001,,,,,,
9999999,9999999,,,,,,
9999999,10000001,,,,,,
9999999,10000000,,,,,,
10000000,10000001,,,,,,
9999999,10000001,,,,,,
10000001,10000001,,,,,,
10000000,9999999,,,,,,
10000001,10000000,,,,,,
10000000,9999999,,,,,,
10000001,9999999,,,,,,
10000001,9999999,,,,,,
10000001,10000001,,,,,,
10000001,10000001,,,,,,
10000001,10000000,,,,,,
10000001,10000001,,,,,,
9999999,10000000,,,,,,
10000000,10000000,,,,,,
10000000,10000001,,,,,,
10000000,9999999,,,,,,
10000001,10000000,,,,,,
10000000,10000000,,,,,,
10000000,9999999,,,,,,
10000001,10000001,,,,,,
10000001,9999999,,,,,,
10000001,10000001,,,,,,
9999999,10000001,,,,,,
10000001,10000001,,,,,,
10000000,9999999,,,,,,
9999999,10000000,,,,,,
9999999,9999999,,,,,,
10000001,9999999,,,,,,
9999999,10000000,,,,,,
9999999,10000000,,,,,,
10000000,9999999,,,,,,
10000000,9999999,,,,,,
10000001,10000001,,,,,,
10000000,10000000,,,,,,
10000000,10000001,,,,,,
10000001,9999999,,,,,,
9999999,10000001,,,,,,
10000000,9999999,,,,,,
9999999,10000001,,,,,,
10000000,9999999,,,,,,
10000001,10000001,,,,,,
9999999,10000001,,,,,,
10000001,10000000,,,,,,
10000001,10000000,,,,,,
10000000,10000000,,,,,,
10000000,9999999,,,,,,
9999999,9999999,,,,,,
9999999,9999999,,,,,,
9999999,10000001,,,,,,
10000001,10000000,,,,,,
9999999,10000000,,,,,,
10000000,10000001,,,,,,
9999999,9999999,,,,,,
10000001,10000000,,,,,,
9999999,9999999,,,,,,
10000001,10000001,,,,,,
10000001,9999999,,,,,,
10000001,10000001,,,,,,
9999999,10000000,,,,,,
10000001,10000000,,,,,,
10000001,9999999,,,,,,
9999999,9999999,,,,,,
10000001,10000001,,,,,,
9999999,10000001,,,,,,
10000000,10000001,,,,,,
10000000,10000000,,,,,,
10000000,9999999,,,,,,
10000001,10000000,,,,,,
9999999,9999999,,,,,,
10000000,10000000,,,,,,
10000001,9999999,,,,,,
9999999,10000000,,,,,,
10000000,9999999,,,,,,
10000000,10000000,,,,,,
10000000,10000001,,,,,,
10000001,9999999,,,,,,
9999999,10000001,,,,,,
9999999,9999999,,,,,,
10000000,9999999,,,,,,
HCM,SJC,,,,,,
HCM,SJC,,,,,,
HCM,SJC,,,,,,
HCM,SJC,,,,,,
HCM,SJC,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,OAK,,,,,,
HCM,LAS,,,,,,
HCM,LAS,,,,,,
HCM,LAS,,,,,,
HCM,LAS,,,,,,
HCM,LAS,,,,,,
SMF,LAX,,,,,,
SMF,LAX,,,,,,
SMF,LAX,,,,,,
SMF,LAX,,,,,,
SMF,LAX,,,,,,
SMF,LAX,,,,,,
SFO,SAN,,,,,,
SFO,SAN,,,,,,
SFO,SAN,,,,,,
SFO,SAN,,,,,,
SFO,SAN,,,,,,
SFO,SAN,,,,,,
SFO,SAN,,,,,,
SFO,RNO,,,,,,
SFO,RNO,,,,,,
SFO,PDX,,,,,,
SFO,PDX,,,,,,
SFO,LAX,,,,,,
SFO,LAX,,,,,,
SFO,LAX,,,,,,
SFO,BUR,,,,,,
SFO,BUR,,,,,,
SFO,BUR,,,,,,
SAN,OAK,,,,,,
SAN,OAK,,,,,,
SAN,OAK,,,,,,
SAN,OAK,,,,,,
SAN,OAK,,,,,,
SAN,OAK,,,,,,
SAN,OAK,,,,,,
SAN,OAK,,,,,,
PHX,LAX,,,,,,
PHX,LAX,,,,,,
OAK,HCM,,,,,,
OAK,HCM,,,,,,
OAK,HCM,,,,,,
OAK,HCM,,,,,,
OAK,HCM,,,,,,
OAK,HCM,,,,,,
OAK,HCM,,,,,,
OAK,HCM,,,,,,
OAK,SFO,,,,,,
OAK,SFO,,,,,,
OAK,SFO,,,,,,
OAK,SFO,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,SAN,,,,,,
OAK,BUR,,,,,,
LAX,SJC,,,,,,
LAX,SFO,,,,,,
LAX,SFO,,,,,,
LAX,SFO,,,,,,
LAX,SFO,,,,,,
LAX,SFO,,,,,,
LAX,SFO,,,,,,
LAS,HCM,,,,,,
LAS,HCM,,,,,,
BUR,SFO,,,,,,
BUR,SFO,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
BUR,OAK,,,,,,
